CpG_Site,t_stat,p_value
cg26835506,-2.9328931385631636,0.006627287263781064
cg22538959,2.932872282040616,0.00662762635067634
cg16187635,-2.9328657022172853,0.006627733329343752
cg25221281,2.9328469595956252,0.0066280380669607
cg06585804,-2.932817438372867,0.0066285180815352715
cg09951320,-2.9327803995483737,0.00662912037876094
cg27147114,-2.9326766787975433,0.00663080728267481
cg11118413,2.9326646861039327,0.006631002356867431
cg04366011,2.9326451347649516,0.00663132039229553
cg21743597,2.9326073438174767,0.006631935166604189
cg22071067,2.932597419110631,0.006632096628368238
cg08539210,2.9325565701576277,0.0066327612256400735
cg22060484,-2.9325350970791164,0.006633110609937302
cg06942027,2.932494420581029,0.006633772497141672
cg12640097,2.932494236601394,0.006633775490996902
cg26923072,-2.932420357648893,0.0066349778084293515
cg14633020,-2.932404376957675,0.00663523790780739
cg03217915,-2.9323897852824543,0.006635475408200959
cg08196758,2.93237787213549,0.006635669317685311
cg25546004,2.932290934369787,0.006637084560317234
cg26231267,2.932247281892263,0.0066377952781511845
cg25364726,-2.9321753939468085,0.006638965862417351
cg06132620,2.93210541269696,0.006640105586914148
cg04283429,2.932080823919819,0.006640506087201328
cg19340278,-2.9320615580801075,0.006640819903842277
cg22829917,2.932051776222988,0.006640979243542898
cg25999578,2.932038949100429,0.006641188194003561
cg15986671,-2.932026579022913,0.0066413897052188505
cg26045434,2.9320196956892604,0.006641501838708102
cg24711577,-2.932006548144527,0.006641716024805556
cg05100518,-2.9319197043766474,0.0066431309573196295
cg19717640,-2.9318510030896263,0.006644250499382489
cg27416372,2.931782836091524,0.0066453615114135875
cg15117372,2.9317470209208043,0.006645945311394938
cg08653747,2.9316887921336043,0.006646894564967815
cg17301842,2.931647860969213,0.006647561907216065
cg04611801,2.93162413173284,0.006647948818061259
cg07618780,2.9315117328713964,0.006649781798067501
cg01354473,2.931483476332103,0.006650242675817934
cg08698135,-2.9313405045728507,0.006652575077863031
cg26474288,2.9313080601957693,0.006653104474381827
cg21497208,-2.931285124663433,0.006653478738680977
cg10981009,2.9312765540899695,0.006653618599269858
cg00709979,-2.9312206929100553,0.006654530249147896
cg11850773,2.9312163509886915,0.006654601113903897
cg00825690,-2.9312128997863276,0.006654657441692171
cg00248935,2.9312065524318744,0.00665476103935734
cg10134939,-2.9311904745728308,0.006655023459245199
cg11403708,2.9311788862227695,0.006655212608263079
cg23869743,2.93113058827287,0.006656000998778038
cg05974067,2.9310681090419033,0.006657021008355361
cg09342697,2.9310664290787343,0.006657048436769507
cg12188560,2.931064539924723,0.006657079280727514
cg03072286,2.931032812179793,0.0066575973154867785
cg27019201,-2.930983668834736,0.006658399778831982
cg07700234,2.9309275602984854,0.006659316089030127
cg03035657,-2.930917732684315,0.006659476596385137
cg26239725,2.9308552678637847,0.0066604968750439905
cg22040039,2.9308428574418217,0.006660699600189997
cg06139341,2.9307813113144716,0.006661705047021084
cg24832985,2.9307440579740205,0.006662313705161329
cg05398321,-2.930737087398382,0.006662427598720273
cg08281415,2.9307111315672274,0.006662851712192564
cg13378519,2.9306867610686207,0.006663249944900774
cg00892255,2.9306611720008946,0.006663668114229556
cg23172892,-2.930659508283353,0.006663695303093017
cg25210609,2.930604249463499,0.006664598415430526
cg10508416,-2.9305353333692428,0.006665724895360681
cg00573887,-2.9305026585590466,0.006666259050137059
cg18147208,2.9304055366113624,0.0066678470003917086
cg01224524,2.930252915993989,0.006670343081422903
cg10947480,2.9301559014795826,0.00667193019531248
cg18202127,-2.9301539622897472,0.006671961923233125
cg25013053,-2.9301013337780906,0.006672823055562478
cg26646558,2.9300676961252328,0.006673373505716873
cg20116800,2.9300064069095275,0.0066743765595757044
cg00044665,2.9299202797226607,0.006675786350787003
cg08914740,-2.9298572168650145,0.006676818787461781
cg06023243,2.9298197782288,0.0066774317874720955
cg04347059,-2.9298143737507316,0.00667752028187981
cg01824603,-2.9297627344514536,0.006678365893956613
cg22696944,-2.9297614888580537,0.006678386292248643
cg14578009,2.9297592918427218,0.0066784222715172365
cg23317859,2.929738844995119,0.0066787571266979165
cg04200399,-2.929729135028126,0.006678916151046199
cg26407917,-2.929707318965374,0.006679273455264782
cg07804711,-2.9296464377641507,0.006680270665408272
cg21267936,2.929583206504412,0.0066813065178617835
cg09608545,-2.929554142966019,0.006681782686837099
cg06159548,-2.9295368234303756,0.006682066460602572
cg04070188,-2.9294896106738895,0.0066828400809778536
cg09437783,-2.929479592626837,0.006683004245939697
cg21726844,2.9294231482508315,0.006683929266946513
cg26053480,2.929409159587824,0.0066841585345255505
cg18899777,2.929177900743981,0.0066879498372601
cg24346629,2.929143460090992,0.00668851463827546
cg22702618,-2.929110214691788,0.006689059880869187
cg05062333,2.92901222544151,0.006690667202664071
cg09252999,2.928984540236966,0.006691121390506807
cg02886375,-2.9289718078574105,0.006691330280543172
cg07145531,-2.928822281340005,0.0066937839055325864
cg16374411,2.92880127672247,0.006694128644781138
cg12156167,-2.928780108166027,0.006694476091696452
cg10816169,2.9287628787959,0.006694758895977315
cg06789824,-2.928756064477051,0.006694870749882785
cg20817257,-2.9287539829907954,0.006694904916873912
cg25242557,2.928752531417735,0.00669492874412098
cg06137852,2.9287376662865467,0.006695172756546617
cg27543538,2.928724015000902,0.006695396851010867
cg05539515,2.9287221249560247,0.0066954278778494905
cg25158678,2.9286116733288337,0.0066972412801997476
cg15929276,2.9285896483914757,0.006697602942743517
cg10013455,2.928586430428341,0.006697655785156727
cg23655160,-2.9285584937823366,0.006698114551502473
cg09597312,2.928553924350347,0.00669818959203269
cg03711802,2.928544662524078,0.006698341694857703
cg15560884,-2.9285280042784434,0.006698615273998078
cg11156079,2.928457020840214,0.006699781156916871
cg14304817,2.9284566621796255,0.0066997870483036384
cg03339537,2.9284427901432073,0.0067000149152189594
cg10129493,2.9283819953448478,0.006701013638380806
cg01020203,-2.928299670085994,0.006702366283792906
cg08888956,2.9281494663502436,0.006704834873024943
cg01163837,2.928134128815721,0.006705086992914296
cg00399115,-2.9281113370906886,0.006705461662098561
cg23288962,2.928068454599708,0.006706166653619036
cg06105555,-2.92803864257228,0.006706656807053438
cg09878888,2.927905871423322,0.006708840171426989
cg07627445,-2.9279005096010566,0.006708928358424663
cg02011074,2.9278948093849255,0.0067090221122600175
cg06161964,2.9278923815252162,0.006709062044659408
cg03808233,-2.927874567536639,0.006709355048418598
cg01772192,2.927749573006893,0.006711411294209324
cg24356700,-2.9277058566723695,0.006712130598764895
cg21965843,-2.9276538186489347,0.006712986922801706
cg14037665,2.927645740956851,0.0067131198564554856
cg13594863,-2.927619335194119,0.00671355443046411
cg02256631,2.9275805638322043,0.006714192560144862
cg26879203,2.9275292718850427,0.006715036851760969
cg07862554,2.9275164992099345,0.006715247112144
cg02788731,-2.9275098875139145,0.00671535595457564
cg27499185,-2.9275033310230367,0.00671546388986425
cg07522661,-2.927498126340728,0.006715549572368297
cg03534305,-2.9274265120274423,0.006716728633930987
cg23541013,-2.927306798958762,0.006718700033520478
cg17727597,-2.927184962390146,0.006720706964882209
cg00999243,2.927172630321405,0.006720910134342831
cg12010452,-2.9271573402253437,0.006721162045050728
cg01737554,-2.92715704193999,0.006721166959515235
cg20519670,2.9271167760236323,0.006721830400514674
cg05603527,2.9270187792749627,0.006723445302175257
cg13487666,2.9270034263079787,0.006723698339078986
cg17214737,-2.92692120012634,0.006725053687200484
cg17013303,-2.9268437357886237,0.0067263307817148925
cg15473017,2.9267692520913977,0.0067275589532902755
cg03682366,2.926743251064297,0.006727987737681553
cg18381455,2.9267320073753758,0.00672817316599909
cg21546671,-2.9266964640149005,0.006728759370710857
cg08751994,-2.9266655586964996,0.006729269121061519
cg12190044,2.9266492952896876,0.006729537383341183
cg07381391,-2.926600298767579,0.006730345634306729
cg21902474,2.926540107444373,0.006731338681531792
cg03829464,2.926479830481456,0.0067323332806999685
cg27360098,2.9264731710389253,0.006732443173272846
cg17336076,2.9264727587092336,0.006732449977497429
cg00456637,2.926404543441225,0.006733575748892802
cg23341299,2.9263849412476004,0.006733899281125355
cg20326737,-2.926369865120561,0.006734148121098768
cg01909245,-2.9263328282137597,0.006734759473090895
cg23820828,2.926312729294532,0.006735091259142513
cg17415947,2.9262702079306986,0.0067357932382156975
cg27058497,-2.9260924571806983,0.006738728449978797
cg24601055,2.9260922906769493,0.006738731200035691
cg05098512,-2.9260736298773677,0.006739039417610156
cg22841667,-2.9259268757511916,0.006741463798416433
cg18139195,2.925926651454925,0.0067414675044268025
cg03409120,2.9258967734076102,0.0067419611917406055
cg16091741,-2.9257681683936676,0.006744086576330743
cg04468281,2.9257580849673177,0.0067442532464121905
cg27588356,-2.9257505266208335,0.006744378181723774
cg26035892,-2.925714230799758,0.006744978162220392
cg10104674,-2.9256275354171337,0.0067464114666936316
cg11055493,2.9256122950159615,0.0067466634607259894
cg26187962,-2.9255852379538707,0.006747110860551487
cg07135446,2.9254484495257995,0.00674937314442018
cg24225668,-2.9254265512673547,0.006749735376809693
cg26425321,2.9253483504746978,0.00675102909385654
cg07810366,2.9253073238090113,0.006751707913572124
cg06999762,2.925249623659756,0.006752662719068828
cg04240856,-2.9251456792533608,0.006754383083878627
cg08886154,-2.9250134432072437,0.006756572298255937
cg23337866,2.924783901760385,0.006760374033290883
cg05753328,2.9247709563461597,0.006760588499490893
cg02011430,2.9246871503833787,0.006761977065641766
cg16228365,-2.9246635654967363,0.006762367888139468
cg23273333,2.9246535990694627,0.00676253304711083
cg17946714,2.924631487369143,0.006762899485503515
cg05543049,2.924529546773049,0.006764589103404369
cg12310370,-2.924528464976841,0.006764607035815754
cg09256201,2.924516390420296,0.006764807192941968
cg22873145,2.9244724846014654,0.006765535056796775
cg21297704,2.9244608821456115,0.00676572741289679
cg01565824,2.924307903428547,0.006768264117956031
cg26530502,-2.9243057305605697,0.006768300155108394
cg02792780,2.924301433873298,0.006768371416472451
cg06649410,2.9243007404697403,0.00676838291676704
cg15010616,-2.9242974992916952,0.006768436672869221
cg11990562,-2.9242592089112525,0.006769071763181191
cg25202298,-2.9241712705593486,0.00677053053620635
cg22273804,-2.924162148555555,0.0067706818744010504
cg17778441,-2.9241418876089518,0.006771018024184335
cg03472212,2.9240583465986463,0.006772404221719738
cg07954324,-2.9240583010716854,0.006772404977222693
cg19886365,-2.924040867385855,0.006772694288611503
cg26442874,2.924032158293364,0.0067728388200708894
cg12249728,2.9240243029748205,0.006772969185257606
cg00289546,2.924018861457899,0.0067730594929017365
cg03532926,2.9239538585630083,0.006774138371843513
cg12678073,2.923908213229175,0.006774896062877322
cg16458596,2.923895892780538,0.0067751005902711905
cg04888647,2.9238262265918324,0.006776257203930641
cg00359911,2.9237706710262525,0.006777179683849822
cg07215199,2.923740761284405,0.006777676373449898
cg22966895,2.9236964973235624,0.006778411496500721
cg16106360,2.923653161146665,0.006779131284319077
cg24125767,-2.9236382478631797,0.006779379001719415
cg08204023,2.9236073900109476,0.0067798915939185495
cg05152589,2.9235918547024533,0.006780149671065999
cg18200741,2.9235181181869416,0.006781374730755247
cg10827488,2.9235031495583703,0.00678162344538673
cg19299739,2.9234598230879705,0.006782343394828099
cg22307444,2.923377849164452,0.006783705741167806
cg11902408,-2.923339211824854,0.006784347955179965
cg25823142,2.9233376475149058,0.006784373957710771
cg27315556,2.923318556768255,0.006784691298670655
cg21055910,-2.9232802758950363,0.0067853276749044785
cg05863502,2.9232516597988556,0.006785803422059956
cg17939889,2.9232360228492262,0.006786063402180965
cg18164784,2.923217677258652,0.006786368428222581
cg24358603,2.923201994407363,0.006786629192073961
cg16649560,2.923157812111491,0.00678736387643784
cg02023550,-2.923144069645045,0.006787592408100646
cg00395063,2.9230647375715555,0.0067889118108432085
cg02318567,2.9230553747065304,0.006789067544332659
cg07607355,2.922998126916134,0.006790019826239181
cg21512124,-2.9228144362435033,0.006793076261979224
cg00604840,2.922759498776221,0.006793990621492858
cg22678754,2.9226949672723532,0.006795064809534958
cg15005526,-2.9226151056025396,0.006796394405350877
cg02339243,-2.9225740864377614,0.006797077418317501
cg11076487,-2.9224534804892146,0.006799086012812712
cg03933026,-2.9224182451005283,0.006799672935765174
cg02140579,2.922341157610303,0.006800957164857097
cg24755266,-2.922276325607702,0.006802037403003444
cg20116555,-2.922247269679156,0.006802521588878379
cg04833898,-2.922243751801825,0.006802580212744151
cg16796151,-2.9222427093614387,0.006802597584642805
cg05157371,-2.922180502933639,0.006803634308696626
cg15407570,2.9221308725535273,0.00680446154928845
cg14495458,2.9221134406548055,0.006804752127269913
cg23619399,2.9220736377861583,0.006805415658252066
cg21144928,2.9220646420972036,0.006805565628751691
cg13444953,-2.92203706643705,0.006806025372406208
cg27492584,2.9219443267358565,0.006807571751998957
cg22479226,2.9218727716867012,0.006808765117393286
cg23611925,-2.921834583711597,0.00680940208163364
cg02861541,-2.921757864654824,0.006810681903544891
cg27500918,-2.921707197692119,0.00681152725110975
cg12169233,2.921662988966423,0.00681226492805198
cg01759562,2.9216163295839332,0.00681304357925241
cg12738347,2.921612381641821,0.0068131094663278465
cg14317001,-2.9215528156189126,0.0068141036349285075
cg01328235,-2.921550699873151,0.006814138949665667
cg20684528,2.921428952339939,0.006816171377072421
cg25001003,2.921392558036877,0.00681677904723236
cg12718346,-2.921376548890162,0.006817046365769293
cg17200577,-2.921240146618505,0.006819324394730158
cg12164282,2.9212389089765756,0.006819345067656477
cg04791129,2.9211900194339675,0.006820161740581189
cg18983604,2.921122817826583,0.006821284457583369
cg07193553,2.9211076559524978,0.006821537786634011
cg27638126,2.921101431409076,0.00682164179071465
cg00574424,-2.9210673284102295,0.006822211634418989
cg12020179,-2.9210634908269677,0.006822275761297303
cg27300194,2.9210618717283854,0.006822302816969459
cg16620392,2.9209934869864194,0.006823445641348128
cg26530341,-2.9209643514213384,0.0068239326008351815
cg20340190,2.920962368364785,0.006823965745997772
cg17430636,2.920944229392178,0.006824268931109251
cg24103979,-2.9209024114231137,0.006824967949032225
cg22778788,2.920878575256497,0.006825366418310874
cg18980733,2.9207883488636424,0.006826874932699757
cg14635955,2.920782456840432,0.006826973453675645
cg10115387,-2.9207384630025435,0.006827709120587678
cg06218688,2.9207018589599554,0.006828321272210172
cg09337391,2.9206709314812906,0.006828838531703176
cg18192919,2.920666750083342,0.006828908468080495
cg09765302,2.9206607725994598,0.006829008446244902
cg09950208,2.920586092802401,0.006830257641953967
cg26153364,2.920552347014995,0.006830822190781454
cg08143636,-2.920514936745834,0.006831448096041431
cg00493422,2.9204420371886104,0.006832667922913242
cg06212318,-2.920388570775949,0.006833562706422679
cg16702690,2.9203090387804798,0.006834893913946049
cg06970090,2.9201623092572,0.006837350518780978
cg03397894,2.920085184612881,0.0068386421057785385
cg01593834,2.9200317424607793,0.00683953722350818
cg16507663,2.919913965532363,0.006841510294176225
cg26738568,2.9198386799294487,0.006842771806618142
cg16415058,2.9198054414428936,0.006843328832631434
cg19748093,2.919801593940402,0.0068433933136390285
cg18210619,-2.9197748783297897,0.006843841061372215
cg23669034,-2.9196432828502727,0.006846046977298804
cg19193826,-2.9196175505907314,0.006846478402096145
cg12610312,2.9195911020778498,0.006846921862354341
cg12494857,2.91958137251358,0.006847085004079304
cg07057579,2.9195744136162007,0.006847201690546556
cg18206481,2.919565135594598,0.006847357266908688
cg22868225,-2.919557539794564,0.006847484637818119
cg06620723,2.9195406362372895,0.0068477680948064255
cg06097557,2.9195385320076075,0.006847803381565275
cg10608948,2.9195241351228316,0.006848044813915566
cg27531878,-2.9194568623553505,0.006849173069100795
cg21187769,2.9194422081334803,0.006849418863535709
cg13400493,-2.9193700976884167,0.006850628489593479
cg00733328,2.9193653163669913,0.006850708701640899
cg23596425,-2.9192943442191757,0.006851899443830669
cg05904795,-2.9192902606801487,0.0068519679617683885
cg14869028,2.919225062482237,0.006853062013953025
cg27259731,-2.919183759953731,0.006853755172674387
cg19907305,2.919175412511317,0.006853895271493557
cg02084214,2.9191715330771566,0.006853960382676124
cg09636313,2.919112017040792,0.006854959354197797
cg04273811,2.919096857754863,0.006855213823523105
cg16362305,-2.9190652634631884,0.006855744205612315
cg15019011,-2.919032635788066,0.006856291976164081
cg26361513,-2.918846149369383,0.006859423603308869
cg11811610,2.918819461094098,0.006859871884626443
cg15416877,2.9187921671647876,0.006860330367759486
cg27050343,-2.9187697740114285,0.0068607065493713525
cg15786879,2.9187621894076345,0.0068608339672280375
cg23884217,-2.9187203403164226,0.006861537052997979
cg03593669,-2.918715170975662,0.006861623905253752
cg06806044,2.918676885795416,0.00686226718297083
cg02687352,-2.9186741136929593,0.006862313762785194
cg12865837,2.9186371186293423,0.006862935421847254
cg11953334,2.9186207419772967,0.00686321062947927
cg01130364,2.918618115687363,0.006863254764931906
cg04910921,2.9185945024463225,0.006863651603361504
cg04994405,2.918509401016619,0.00686508197764543
cg22671929,2.918471796784061,0.0068657141148070365
cg14184400,2.918424414530122,0.006866510701560039
cg27647667,-2.9183911094976724,0.006867070675521231
cg11325604,-2.918315443280597,0.00686834304966713
cg03642635,2.9182732282358326,0.0068690530186782265
cg13576200,-2.9182585454559558,0.006869299968695542
cg07613233,2.918256140850157,0.006869340412617393
cg27296341,2.9182189122766413,0.006869966602020479
cg01308931,-2.9181852163886823,0.006870533417779832
cg26438284,-2.91814844537319,0.006871152012341264
cg16206344,-2.9180827762515054,0.006872256887563464
cg04456547,2.918069944972541,0.006872472791955939
cg17277949,2.9180267665162427,0.006873199377626932
cg01269798,-2.9180260460188703,0.006873211502416508
cg13957874,2.9180060859701284,0.006873547405363045
cg13657106,-2.9179773171460233,0.006874031576447414
cg22405226,-2.9179696583156747,0.0068741604778132254
cg05353571,-2.9178564480255704,0.006876066121931336
cg07084358,2.91784223123254,0.0068763054654434105
cg12969644,2.9177888847699687,0.006877203637716789
cg08535779,-2.917785979340236,0.0068772525584210945
cg03804083,-2.917772469483437,0.006877480037431563
cg05006449,2.9177621935978015,0.006877653067594288
cg24178676,2.917705546387883,0.0068786069937456056
cg05024762,-2.9176951230015895,0.00687878253484502
cg22614891,2.917636304112083,0.00687977318804112
cg12714757,2.9175982637865427,0.0068804139515758825
cg25067547,-2.917596923464173,0.006880436529429108
cg13836412,-2.917464711466703,0.006882663997310892
cg16456576,-2.9174472111948004,0.006882958887763513
cg19266034,-2.917357623750478,0.006884468679167663
cg15365232,2.9173393536328205,0.0068847766186786
cg22107662,2.9173000439787447,0.006885439219952056
cg12613839,-2.9172587011612174,0.006886136157232961
cg25407979,2.917243177185702,0.006886397870168268
cg15818715,2.9172082862338313,0.006886986118120579
cg10498434,2.9170961030193188,0.006888877806034909
cg13916080,2.9168208521621883,0.006893521303693041
cg17281810,2.916783303878031,0.006894154974965511
cg06207961,2.916754193274442,0.006894646288435188
cg04306069,2.916744705283676,0.006894806428917948
cg19980593,2.9166465522535794,0.006896463284854235
cg27368025,2.9165372947072132,0.006898308031928674
cg21918513,2.9164411690252257,0.006899931441675121
cg09136878,2.916440582965064,0.006899941340407201
cg12924654,2.9162858574682833,0.006902555170731506
cg06757662,2.916265957546883,0.006902891414864841
cg26878169,-2.916101733792639,0.006905666855613666
cg15641060,2.9160637963612186,0.006906308162059046
cg13702053,2.9160562943793606,0.006906434984628959
cg16138752,-2.916036942541232,0.006906762141669925
cg19768329,2.9160345793713267,0.006906802093798246
cg03679565,2.9159788360658903,0.006907744562466119
cg03291396,2.915958274387514,0.006908092235614143
cg27202073,2.9158991662419274,0.0069090917752039635
cg17354303,2.9158921016263952,0.00690921124950134
cg06401021,2.9158865550937194,0.006909305051884687
cg19590140,2.9158607406186277,0.006909741639459539
cg13380419,-2.915844714285757,0.006910012698114784
cg16285854,-2.915838595187933,0.0069101161950898115
cg24064224,-2.9158256212323455,0.006910335638362647
cg19653211,-2.915733726848081,0.006911890141453325
cg27048067,2.9156105013417206,0.006913975167286811
cg21398386,-2.91543986794745,0.006916863336768624
cg19039583,-2.915389943062898,0.006917708589635677
cg26554592,2.9153875034333487,0.006917749896269723
cg09048500,2.9153060538735187,0.006919129095035515
cg00420510,-2.9153013393954628,0.006919208934033122
cg01277331,2.9152578116655006,0.006919946110972272
cg25353990,-2.9151623343531337,0.006921563356001563
cg06085038,-2.9151172095044293,0.0069223278289408646
cg22702328,2.9150513773512503,0.00692344325356035
cg10438893,-2.9150369044670636,0.006923688497138013
cg14666113,2.9150232779843344,0.006923919405924638
cg09818081,2.9149913786305963,0.006924459987788554
cg04489069,2.9149400162705663,0.006925330483096663
cg07489890,2.9148573533007474,0.006926731682283122
cg22878148,-2.9147905823822495,0.006927863695192613
cg07719679,2.914768462828924,0.006928238741667657
cg06524120,2.914756749582486,0.006928437352545799
cg23100692,-2.9147522372243135,0.006928513865941441
cg10884953,2.9147013443529697,0.006929376881709951
cg03883555,2.914626034847396,0.006930654129159824
cg02979203,-2.9145756059841608,0.006931509526041647
cg13878360,2.9145562115918726,0.006931838528979015
cg10024876,2.9145506838559374,0.00693193230319061
cg21994822,2.9144235636560176,0.006934089140623695
cg01712359,-2.9143892719383824,0.0069346710739883865
cg01476568,2.914334146485897,0.006935606654473026
cg21461034,-2.9143339842528175,0.006935609408043537
cg22014398,2.914320282328995,0.0069358419735553066
cg07669489,2.9143108336623644,0.006936002351975675
cg17249452,-2.91429381700881,0.006936291195657049
cg05281708,2.914271927832643,0.006936662763136529
cg27268501,-2.9142604725866286,0.006936857222772788
cg10149225,2.914235552577986,0.006937280272607618
cg10741283,2.9142352423703093,0.006937285538943696
cg02874376,2.914200173538185,0.006937880920153113
cg07526763,2.91419942617388,0.006937893609059212
cg27251694,2.914128117694215,0.006939104400229833
cg20865806,-2.9141223982467173,0.006939201522959763
cg08453811,-2.91402623113739,0.006940834742631208
cg19006429,2.9139122126324164,0.00694277160641327
cg10504885,2.913893219762574,0.0069430942932226765
cg14419435,2.9138139552945708,0.006944441141203855
cg07536910,2.913813311567732,0.006944452080309792
cg26570765,-2.9137490042588006,0.006945544962147346
cg09525295,2.913709740925461,0.006946212309772207
cg10318063,2.9136638300225144,0.006946992721190823
cg05037544,-2.9136552157126903,0.006947139159830356
cg05709782,-2.913550557625864,0.006948918524434646
cg22977745,2.9135158862050297,0.006949508092365882
cg08427928,2.9134897571349394,0.006949952433724681
cg10683646,2.913441288420689,0.00695077674604945
cg02384251,2.913426157662713,0.006951034095329251
cg20243357,-2.9133838094981885,0.006951754415813869
cg14134497,2.9133624382738805,0.006952117956158836
cg03955698,2.9133486029064275,0.0069523533155936455
cg22218470,2.9133413960260492,0.00695247591794746
cg04893913,2.913301521249482,0.006953154298563744
cg06471380,2.9132383474604135,0.006954229188276718
cg14700524,2.913143755293442,0.006955838949565794
cg04299274,-2.9131414495341286,0.006955878193179729
cg04094548,2.9131278587177585,0.0069561095107172075
cg08228917,2.9130665264365807,0.00695715348500894
cg01832005,2.9130500697733086,0.006957433629172813
cg14263222,-2.913008773438463,0.0069581366696696
cg04969688,2.912987289262167,0.006958502448953453
cg17929917,-2.9129713125969743,0.0069587744717907836
cg13924974,2.9127622897461354,0.006962334276101685
cg14618996,2.9127613655779023,0.006962350019154129
cg21664281,2.912721212529142,0.006963034052201238
cg03543314,2.912716404926195,0.006963115957076684
cg22105702,2.9126906517686795,0.006963554717058669
cg13001963,2.912662046466842,0.006964042100072247
cg09011732,-2.9126600333007495,0.006964076402025782
cg20239584,2.9126412078716153,0.006964397172664366
cg09527109,2.9126265066654846,0.006964647679479767
cg13570957,-2.912569733025094,0.0069656151756506525
cg02803141,-2.9124942989827427,0.006966900865925593
cg18967278,-2.9123994752829145,0.006968517350138175
cg03573446,2.912390336574738,0.006968673158816379
cg15775921,2.912344035463093,0.0069694626115314835
cg14947547,2.912309057646487,0.006970059053590452
cg18760837,2.9122783463434665,0.006970582782840809
cg02000882,2.912246682581045,0.00697112279366057
cg12389770,2.9121940691577684,0.006972020178792358
cg12719006,-2.9121926816565797,0.00697204384577104
cg14632899,-2.9120978537176363,0.006973661531428632
cg21680474,-2.9120860197388634,0.006973863434175164
cg07806361,-2.9120776437293303,0.006974006342906299
cg13220457,2.9120109181368163,0.006975144892079031
cg22339091,2.9119674640328643,0.006975886450783741
cg04470044,2.911908499871181,0.006976892813063006
cg13874739,2.9118999678027535,0.006977038444280329
cg20083676,2.9118936515053586,0.006977146257045208
cg23838375,-2.9118742578744117,0.006977477296428546
cg13703095,-2.9118542689323776,0.006977818513021602
cg03645571,2.911829061392426,0.006978248834988936
cg09775533,2.911787736411464,0.00697895435471075
cg03143849,2.9117849825147726,0.006979001372943025
cg01718222,2.9117381541179874,0.006979800936268418
cg26480889,2.9116773206435287,0.0069808397562977015
cg12078211,-2.9116692910325472,0.0069809768845092626
cg19490899,-2.9115951347977256,0.006982243431446091
cg13635710,-2.911582922451997,0.00698245203231861
cg02463970,-2.9114507887760417,0.006984709404157308
cg10961604,2.911406904317344,0.006985459279031887
cg04370174,2.911338988037356,0.006986619947378418
cg07156299,-2.9113230565609274,0.006986892237834347
cg23111772,-2.911317257557367,0.00698699135313239
cg06889607,2.9111003424450534,0.006990699774450621
cg07306190,2.9110288008264056,0.006991923271695393
cg01650776,2.911022889886755,0.006992024369025323
cg11727383,2.9109603712105225,0.006993093737375725
cg10291141,2.910886797556866,0.006994352396922321
cg20697984,2.910737858735587,0.006996901020484797
cg19534906,-2.9107251382719044,0.00699711873228379
cg13984330,2.9107081625405398,0.006997409283329183
cg03478630,-2.910659517009973,0.00699824194748864
cg07194093,2.910656348495587,0.006998296186110951
cg07095995,2.910589927276696,0.006999433275954738
cg16867023,-2.910523794020614,0.0070005656097270885
cg01845041,2.910511921904052,0.0070007689024849575
cg19756790,2.910505677494428,0.00700087583117447
cg14634515,-2.9104770084538814,0.007001366776991739
cg10959428,-2.910252367197672,0.0070052147961556415
cg21246783,2.9102213032250837,0.007005747067633607
cg21466229,-2.9101926932888627,0.007006237323814058
cg01011769,2.9101777799372335,0.007006492889955801
cg02827729,2.910069841254516,0.007008342869420686
cg05499148,2.910068887617536,0.007008359216026717
cg10971134,-2.9099966803577497,0.007009597049264048
cg20635393,2.909983070020897,0.007009830391455529
cg10692571,-2.90995498998727,0.007010311832343109
cg02995731,-2.909929092062995,0.007010755888021101
cg01435515,2.9099142829152687,0.007011009823270838
cg13160874,2.909879831514843,0.007011600601603827
cg11479165,2.9098314103844105,0.007012431014805928
cg19276952,-2.9097955006089475,0.007013046920735117
cg18496440,2.909711367872128,0.00701449012243247
cg04119852,-2.9096871507544058,0.007014905591704721
cg23253448,2.9096852646699896,0.007014937950377398
cg01959287,-2.9096676191863846,0.007015240692569799
cg00704780,2.9096625965565264,0.0070153268677004025
cg03779117,2.9096482701750697,0.0070155726762639635
cg22774681,2.9096372472380194,0.0070157618106799265
cg06644488,2.909636287955041,0.007015778270534519
cg18588589,2.909534641385291,0.007017522580007673
cg02833180,-2.90947387200792,0.007018565610979987
cg25980168,-2.9094625725612677,0.007018759568134766
cg01405004,2.909411766815271,0.00701963172110846
cg16507522,-2.9094028150075397,0.00701978540225909
cg24678438,-2.9093782566577917,0.007020207026793597
cg05265359,2.9093525285572226,0.007020648759631254
cg17339910,2.909281802725687,0.007021863206403284
cg13825375,2.9092502308208705,0.0070224053977781
cg18432145,2.9092414082741818,0.007022556916423922
cg14948785,2.909238118250854,0.007022613420161702
cg01323672,-2.9092302388578277,0.00702274874470688
cg10412312,-2.9092132378300617,0.007023040737067744
cg11936643,2.9091371712401606,0.0070243473201169375
cg00304072,-2.909024288491213,0.007026286712033035
cg07371757,-2.9089911790047687,0.00702685564853095
cg15976541,-2.908982665609852,0.007027001945403369
cg26301788,2.908969396584043,0.007027229970287814
cg19873382,2.9089378567233664,0.007027772002988342
cg04938381,2.9089156722605765,0.007028153280881258
cg03141090,-2.9089011919695897,0.007028402159975677
cg01879473,2.908895221700865,0.007028504776023069
